epoch,train_loss,train_pred_loss,train_reg_loss,val_loss
0,0.5650653523967621,0.018200176122023706,10.955503524617946,0.6379611287581719
1,0.28648110862742077,0.019415965997316736,5.360718729140911,0.6330911782333406
2,0.18693125086261872,0.023675972948524547,3.2887814719626243,0.7061159916348376
3,0.16642458147190986,0.025659776645454956,2.8409558301276348,0.6719892613463483
4,0.15286370347788994,0.024387470141370247,2.5939121053573935,0.7072380786224947
5,0.14888900378917125,0.023386705365586787,2.5334326429569973,0.6993804394693698
6,0.1449769419875551,0.021407403008259357,2.492798152883002,0.7256611459336039
7,0.1397740952829097,0.019140853106658508,2.4318056720368406,0.7342418119058771
8,0.13410832219301386,0.01764760334044695,2.346861941763695,0.7561472093654891
9,0.13134370696671466,0.017367927389259033,2.296883493788699,0.7607897787781085
10,0.12781659510541468,0.015571158323833283,2.2604798565519615,0.7731094668477269
11,0.12374780247820184,0.014483135518558482,2.199776432362009,0.7851724028587341
12,0.12156061767897708,0.013646019357157514,2.171937948084892,0.8185938960414821
13,0.11943313159207081,0.013349604047834873,2.1350201287168136,0.7635570279622482
14,0.11505408255343741,0.012450515906861487,2.064521814407186,0.8089327650555109
15,0.11299250040282595,0.011544894973965401,2.0404969773393997,0.8039627231783786
16,0.10992170971758822,0.010868323415993376,1.991936021662773,0.8311164353863668
17,0.10916468602545717,0.010555227659642697,1.9827443670719227,0.8452833729275202
18,0.10404732265370957,0.010128161517229487,1.888511352336153,0.8386493739435228
19,0.10252920211629665,0.009273314921859097,1.8743910246707023,0.8252567891347207
20,0.10519946899185789,0.00948773238887178,1.923722442667535,0.8510012358932172
21,0.0993373415571578,0.008581028440769049,1.8237072655495177,0.8466722727832148
22,0.09774612159805095,0.008214681983945217,1.7988434497346268,0.8487423900830544
23,0.09648272287338339,0.007984414070527605,1.7779505567347749,0.8639517027442738
24,0.09475693797811549,0.007398781764935306,1.754561869641568,0.8695652641482272
25,0.0950872503379558,0.007193831544607243,1.7650621809857956,0.8534909900972398
26,0.09264729409775835,0.00714625824599507,1.7171669427384721,0.8876687399411606
27,0.09225264645003257,0.0067599865786255675,1.7166131531938593,0.8440142203185518
28,0.09065402831802977,0.0066265452256862156,1.6871761819149584,0.8730616584672766
29,0.09061537064770435,0.006595436939375198,1.6869940828769765,0.897061017610259
30,0.09038768103148075,0.006338207080881012,1.6873276629346483,0.9326543232141915
31,0.08895652519261583,0.00626638966830487,1.660069074022009,0.8793357888520774
32,0.0886550302201129,0.006088737398386002,1.6574145636659987,0.9462950815588741
33,0.08868560057054174,0.006035970852888645,1.659028536715406,0.9300703264899173
34,0.08876429273093,0.005966991423926455,1.6619129931673091,0.9562349076998435
35,0.08667391392778843,0.005885912002401149,1.6216459243855579,0.9434161267038119
36,0.08698025160330407,0.00592932494238336,1.6269478250057139,0.9231400287757485
37,0.08634970373612769,0.005942226371708068,1.6140917410241797,0.9326558406070128
38,0.08794680312275886,0.0061911776959103475,1.6413036671090633,0.8994759351520215
39,0.0869063989437641,0.0060673587479965485,1.6228481333306495,0.8881983489303266
40,0.08737049987341496,0.006115798703692061,1.6312097990766485,0.918579040947607
41,0.08621156992430383,0.006140541427947105,1.607561081013781,0.9340990357479807
42,0.08558390489284029,0.0061448995479719435,1.5949249784997168,0.9131441995248957
43,0.08555888547859293,0.006152117778448031,1.5942874426537372,0.8882584026304342
44,0.08728251365271021,0.006346335890207519,1.6250698652673274,0.8805582422321125
45,0.08504012303149447,0.006278195228189864,1.5815167168353466,0.9112050619165776
46,0.08687666673609551,0.006432433083574189,1.6153170796150857,0.9041000695551856
47,0.08641621621048197,0.006350979383321518,1.6076556910859778,0.9221341524083736
48,0.08619852294313146,0.0065113968840067055,1.6002538949885268,0.9105561981766911
49,0.08454637127987882,0.006559252363451301,1.5663016019983496,0.9364922344684601
50,0.0839555209145901,0.006716107367042532,1.5515043507231043,0.9239092651060072
51,0.08614064542219994,0.006885771815011159,1.5919832199177844,0.9107973787744167
52,0.08565656897869516,0.007066398993768591,1.5788697755083125,0.8785313185998949
53,0.08634292442113795,0.0072743366095930975,1.5886460633988075,0.892584665852078
54,0.08534360391662475,0.007188378910514269,1.5702928538018084,0.9159576529163426
55,0.08433566136246032,0.007259415158447116,1.5487843125424487,0.8657254708015313
56,0.08656675126007263,0.00792208226159849,1.5808154359776923,0.8564725972838321
57,0.08421585331571863,0.007991295099813254,1.5324824373772803,0.8522523131410954
58,0.08507796628995144,0.007874680272838537,1.5519403812733101,0.8770992174997168
59,0.0848787471017939,0.00818894417718687,1.541984982693449,0.8695523526708958
60,0.08375795859288662,0.00803909173056959,1.5224164014166974,0.8274763539686041
61,0.08521774316087682,0.008521936853673863,1.5424380353156557,0.8668702083118891
62,0.08495463104324139,0.008299580026180186,1.5414005791887324,0.8829276647608159
63,0.08484638514036828,0.008771413857949542,1.5302708093156205,0.8809359720197775
64,0.08423215591527046,0.009086166748261832,1.5120059236567072,0.8753442632949958
65,0.08341173597789825,0.008608644305074468,1.5046704459697642,0.9008326671891294
66,0.08658778542216788,0.009359303265413706,1.5539289144759483,0.8711012601852417
67,0.08431013589526745,0.008986087498116366,1.5154670238494874,0.9100725014330977
68,0.08544012117893138,0.009395045632536106,1.5302965280857492,0.8686508117085796
69,0.08460911220692574,0.009640145020440537,1.5090194646348345,0.8862858722775669
70,0.0851600059327927,0.010165811664959851,1.5100496710614955,0.8866331021664506
71,0.08629754562961295,0.010552131234014288,1.5254603908417073,0.8781631336373797
72,0.08484496731073299,0.010714694352305315,1.4933201333309742,0.9075276942576392
73,0.08518161949642161,0.010918289046496787,1.4961848756100269,0.8479874997825946
74,0.08472321421859112,0.010980854878955065,1.4858280197102973,0.8982003785796084
75,0.08379929141795382,0.011113539833496226,1.4648285508155823,0.9091689081515296
76,0.08560061266130589,0.011766755204409994,1.4884438798782673,0.8665702545036704
77,0.0854830911977494,0.012401295296768559,1.4740371907010992,0.9060326511577025
78,0.08662723567574582,0.012517832318677547,1.4947058725864328,0.8904500108654216
79,0.08499581298612534,0.011918560247075684,1.4734635870507422,0.8714637165352449
80,0.08557514392949166,0.012751876921492053,1.4692171938875889,0.8753612051575871
81,0.0844756357847376,0.012576939322133648,1.4505508445678874,0.9289882814480086
82,0.08670714411963808,0.012688418471829055,1.4930629060623493,0.9320872617980182
83,0.08559392443362702,0.012822074910744708,1.4682590454182727,0.8898109930046534
84,0.08568759091356967,0.013113679051240707,1.4645918993239706,0.8813926021931535
85,0.08468784322129919,0.012918803781429504,1.4482995728228956,0.908185852786242
86,0.08658261197678586,0.013708519899940238,1.4711903369173092,0.9015347917201155
87,0.08528607563769564,0.013414344468966444,1.4508489421073427,0.882026353629969
88,0.08508962224772636,0.013679300742025705,1.4418857029143801,0.9223025254273819
89,0.08576250875249822,0.014395445333595606,1.441736688512437,0.9097320164664316
90,0.0861993152410426,0.014459357497856972,1.4492584882898534,0.8982352553787878
91,0.08745454247010515,0.016219848667846083,1.4409137025792549,0.9076267127263344
92,0.08498735898669729,0.01509035669187916,1.4130303847028853,0.9235197795649707
93,0.08692429313000212,0.015634325471647243,1.4414336579911253,0.9117496347023268
94,0.08610391873628535,0.015564338660779152,1.4263559125839396,0.9427687717696368
95,0.08607191850847386,0.015715376826676918,1.4228461854001309,0.9203290828203751
96,0.08678843166599882,0.015555962630884445,1.4402053224279525,0.9239807977514752
97,0.0869618057253513,0.016063383011583318,1.4340318124345008,0.9428681089716443
98,0.0869311752471518,0.01648189968013383,1.4254673899488246,0.9276924163608228
99,0.08634061379001495,0.01675055704891999,1.4085516691207887,0.8759006241620597
